id,area,dificultad,tiempo
45,Matemáticas,Alta,97
46,Física,Baja,80
46,Física,Media,88
46,Física,Alta,99
47,Computación,Baja,90
47,Computación,Media,83
47,Computación,Alta,93
48,Física,Baja,98
48,Física,Media,79
48,Física,Alta,86
49,Computación,Baja,95
49,Computación,Media,98
49,Computación,Alta,92
50,Computación,Baja,88
50,Computación,Media,89
50,Computación,Alta,85
51,Arquitectura,Baja,92
51,Arquitectura,Media,78
51,Arquitectura,Alta,97
52,Arquitectura,Baja,97
52,Arquitectura,Media,82
52,Arquitectura,Alta,90
53,Economía,Baja,95
53,Economía,Media,91
53,Economía,Alta,93
54,Leyes,Baja,83
54,Leyes,Media,88
54,Leyes,Alta,102
55,Música,Baja,77
55,Música,Media,77
55,Música,Alta,98
56,Psicología,Baja,86
56,Psicología,Media,74
56,Psicología,Alta,92
57,Arquitectura,Baja,83
57,Arquitectura,Media,90
57,Arquitectura,Alta,84
58,Computación,Baja,103
58,Computación,Media,89
58,Computación,Alta,100
59,Química,Baja,86
59,Química,Media,86
59,Química,Alta,85
60,Psicología,Baja,91
60,Psicología,Media,82
60,Psicología,Alta,94
61,Biología,Baja,94
61,Biología,Media,82
61,Biología,Alta,87
62,Física,Baja,91
62,Física,Media,81
62,Física,Alta,93
63,Computación,Baja,94
63,Computación,Media,91
63,Computación,Alta,86
64,Física,Baja,81
64,Física,Media,74
64,Física,Alta,94
65,Psicología,Baja,84
65,Psicología,Media,87
65,Psicología,Alta,94
66,Leyes,Baja,77
66,Leyes,Media,75
66,Leyes,Alta,84
67,Literatura,Baja,91
67,Literatura,Media,89
67,Literatura,Alta,85
68,Matemáticas,Baja,82
68,Matemáticas,Media,92
68,Matemáticas,Alta,93
69,Biología,Baja,97
69,Biología,Media,78
69,Biología,Alta,91
70,Arquitectura,Baja,99
70,Arquitectura,Media,69
70,Arquitectura,Alta,104
71,Economía,Baja,101
71,Economía,Media,95
71,Economía,Alta,89
72,Física,Baja,81
72,Física,Media,99
72,Física,Alta,107
73,Matemáticas,Baja,91
73,Matemáticas,Media,85
73,Matemáticas,Alta,85
74,Psicología,Baja,102
74,Psicología,Media,99
74,Psicología,Alta,98
75,Biología,Baja,95
75,Biología,Media,87
75,Biología,Alta,92
76,Computación,Baja,89
76,Computación,Media,82
76,Computación,Alta,76
77,Leyes,Baja,88
77,Leyes,Media,89
77,Leyes,Alta,96
78,Matemáticas,Baja,74
78,Matemáticas,Media,86
78,Matemáticas,Alta,89
79,Literatura,Baja,102
79,Literatura,Media,93
79,Literatura,Alta,111
80,Biología,Baja,84
80,Biología,Media,79
80,Biología,Alta,101
81,Matemáticas,Baja,85
81,Matemáticas,Media,100
81,Matemáticas,Alta,83
82,Computación,Baja,79
82,Computación,Media,90
82,Computación,Alta,94
83,Economía,Baja,91
83,Economía,Media,86
83,Economía,Alta,89
84,Arquitectura,Baja,97
84,Arquitectura,Media,81
84,Arquitectura,Alta,83
85,Computación,Baja,94
85,Computación,Media,88
85,Computación,Alta,104
86,Psicología,Baja,85
86,Psicología,Media,97
86,Psicología,Alta,88
87,Arquitectura,Baja,91
87,Arquitectura,Media,88
87,Arquitectura,Alta,97
88,Computación,Baja,86
88,Computación,Media,98
88,Computación,Alta,75
89,Música,Baja,97
89,Música,Media,91
89,Música,Alta,87
90,Matemáticas,Baja,93
90,Matemáticas,Media,89
90,Matemáticas,Alta,104
91,Matemáticas,Baja,83
91,Matemáticas,Media,101
91,Matemáticas,Alta,107
92,Leyes,Baja,81
92,Leyes,Media,95
92,Leyes,Alta,85
93,Leyes,Baja,72
93,Leyes,Media,85
93,Leyes,Alta,81
94,Economía,Baja,98
94,Economía,Media,77
94,Economía,Alta,95
95,Computación,Baja,84
95,Computación,Media,98
95,Computación,Alta,97
96,Computación,Baja,104
96,Computación,Media,82
96,Computación,Alta,88
97,Física,Baja,91
97,Física,Media,85
97,Física,Alta,94
98,Música,Baja,72
98,Música,Media,102
98,Música,Alta,99
99,Psicología,Baja,85
99,Psicología,Media,88
99,Psicología,Alta,91
100,Literatura,Baja,92
100,Literatura,Media,92
100,Literatura,Alta,88
101,Música,Baja,79
101,Música,Media,85
101,Música,Alta,99
102,Física,Baja,92
102,Física,Media,87
102,Física,Alta,110
103,Psicología,Baja,80
103,Psicología,Media,83
103,Psicología,Alta,90
104,Música,Baja,79
104,Música,Media,93
104,Música,Alta,95
105,Psicología,Baja,88
105,Psicología,Media,100
105,Psicología,Alta,90
106,Arquitectura,Baja,77
106,Arquitectura,Media,85
106,Arquitectura,Alta,97
107,Música,Baja,87
107,Música,Media,74
107,Música,Alta,106
108,Música,Baja,82
108,Música,Media,82
108,Música,Alta,85
109,Economía,Baja,88
109,Economía,Media,97
109,Economía,Alta,93
110,Psicología,Baja,77
110,Psicología,Media,83
110,Psicología,Alta,87
111,Economía,Baja,88
111,Economía,Media,86
111,Economía,Alta,92
112,Leyes,Baja,80
112,Leyes,Media,93
112,Leyes,Alta,94
113,Computación,Baja,90
113,Computación,Media,95
113,Computación,Alta,103
114,Economía,Baja,96
114,Economía,Media,86
114,Economía,Alta,85
115,Química,Baja,88
115,Química,Media,98
115,Química,Alta,98
116,Leyes,Baja,85
116,Leyes,Media,100
116,Leyes,Alta,91
117,Física,Baja,86
117,Física,Media,82
117,Física,Alta,102
118,Arquitectura,Baja,82
118,Arquitectura,Media,91
118,Arquitectura,Alta,96
119,Economía,Baja,94
119,Economía,Media,86
119,Economía,Alta,98
120,Economía,Baja,81
120,Economía,Media,99
120,Economía,Alta,82
121,Literatura,Baja,97
121,Literatura,Media,92
121,Literatura,Alta,91
122,Biología,Baja,90
122,Biología,Media,78
122,Biología,Alta,97
123,Economía,Baja,88
123,Economía,Media,100
123,Economía,Alta,79
124,Química,Baja,92
124,Química,Media,88
124,Química,Alta,98
125,Matemáticas,Baja,87
125,Matemáticas,Media,94
125,Matemáticas,Alta,80
126,Computación,Baja,93
126,Computación,Media,101
126,Computación,Alta,108
127,Psicología,Baja,100
127,Psicología,Media,87
127,Psicología,Alta,92
128,Música,Baja,81
128,Música,Media,75
128,Música,Alta,86
129,Biología,Baja,89
129,Biología,Media,83
129,Biología,Alta,101
130,Matemáticas,Baja,79
130,Matemáticas,Media,77
130,Matemáticas,Alta,91
131,Matemáticas,Baja,88
131,Matemáticas,Media,97
131,Matemáticas,Alta,106
132,Psicología,Baja,83
132,Psicología,Media,89
132,Psicología,Alta,101
133,Arquitectura,Baja,96
133,Arquitectura,Media,100
133,Arquitectura,Alta,99
134,Literatura,Baja,76
134,Literatura,Media,80
134,Literatura,Alta,85
135,Química,Baja,77
135,Química,Media,78
135,Química,Alta,94
136,Arquitectura,Baja,101
136,Arquitectura,Media,84
136,Arquitectura,Alta,91
137,Química,Baja,101
137,Química,Media,68
137,Química,Alta,108
138,Matemáticas,Baja,70
138,Matemáticas,Media,85
138,Matemáticas,Alta,89
139,Psicología,Baja,90
139,Psicología,Media,82
139,Psicología,Alta,80
140,Literatura,Baja,88
140,Literatura,Media,87
140,Literatura,Alta,91
141,Matemáticas,Baja,84
141,Matemáticas,Media,97
141,Matemáticas,Alta,87
142,Química,Baja,87
142,Química,Media,79
142,Química,Alta,87
143,Computación,Baja,90
143,Computación,Media,92
143,Computación,Alta,88
144,Matemáticas,Baja,86
144,Matemáticas,Media,96
144,Matemáticas,Alta,99
145,Literatura,Baja,93
145,Literatura,Media,87
145,Literatura,Alta,93
146,Física,Baja,89
146,Física,Media,90
146,Física,Alta,103
147,Biología,Baja,82
147,Biología,Media,94
147,Biología,Alta,90
148,Arquitectura,Baja,79
148,Arquitectura,Media,88
148,Arquitectura,Alta,111
149,Economía,Baja,104
149,Economía,Media,106
149,Economía,Alta,81
150,Leyes,Baja,79
150,Leyes,Media,89
150,Leyes,Alta,101
151,Química,Baja,92
151,Química,Media,93
151,Química,Alta,100
152,Biología,Baja,96
152,Biología,Media,89
152,Biología,Alta,87
153,Arquitectura,Baja,93
153,Arquitectura,Media,86
153,Arquitectura,Alta,110
154,Computación,Baja,80
154,Computación,Media,97
154,Computación,Alta,106
155,Computación,Baja,90
155,Computación,Media,104
155,Computación,Alta,96
156,Física,Baja,84
156,Física,Media,92
156,Física,Alta,84
157,Computación,Baja,100
157,Computación,Media,99
157,Computación,Alta,99
158,Química,Baja,95
158,Química,Media,71
158,Química,Alta,92
159,Literatura,Baja,105
159,Literatura,Media,93
159,Literatura,Alta,81
160,Psicología,Baja,95
160,Psicología,Media,75
160,Psicología,Alta,88
161,Computación,Baja,98
161,Computación,Media,85
161,Computación,Alta,90
162,Economía,Baja,93
162,Economía,Media,92
162,Economía,Alta,92
163,Computación,Baja,91
163,Computación,Media,95
163,Computación,Alta,94
164,Matemáticas,Baja,81
164,Matemáticas,Media,99
164,Matemáticas,Alta,103
165,Psicología,Baja,65
165,Psicología,Media,78
165,Psicología,Alta,93
166,Matemáticas,Baja,76
166,Matemáticas,Media,88
166,Matemáticas,Alta,92
167,Arquitectura,Baja,87
167,Arquitectura,Media,83
167,Arquitectura,Alta,94
168,Biología,Baja,90
168,Biología,Media,83
168,Biología,Alta,91
169,Computación,Baja,85
169,Computación,Media,98
169,Computación,Alta,95
170,Arquitectura,Baja,84
170,Arquitectura,Media,90
170,Arquitectura,Alta,90
171,Química,Baja,90
171,Química,Media,91
171,Química,Alta,95
172,Economía,Baja,87
172,Economía,Media,87
172,Economía,Alta,85
173,Computación,Baja,93
173,Computación,Media,100
173,Computación,Alta,97
174,Leyes,Baja,75
174,Leyes,Media,101
174,Leyes,Alta,90
175,Psicología,Baja,92
175,Psicología,Media,93
175,Psicología,Alta,84
176,Computación,Baja,90
176,Computación,Media,89
176,Computación,Alta,101
177,Computación,Baja,93
177,Computación,Media,92
177,Computación,Alta,98
178,Literatura,Baja,106
178,Literatura,Media,86
178,Literatura,Alta,103
179,Computación,Baja,92
179,Computación,Media,94
179,Computación,Alta,96
180,Física,Baja,92
180,Física,Media,98
180,Física,Alta,86
181,Leyes,Baja,90
181,Leyes,Media,104
181,Leyes,Alta,74
182,Economía,Baja,82
182,Economía,Media,88
182,Economía,Alta,80
183,Matemáticas,Baja,92
183,Matemáticas,Media,88
183,Matemáticas,Alta,91
184,Matemáticas,Baja,90
184,Matemáticas,Media,99
184,Matemáticas,Alta,99
185,Economía,Baja,81
185,Economía,Media,90
185,Economía,Alta,88
186,Psicología,Baja,79
186,Psicología,Media,77
186,Psicología,Alta,92
187,Física,Baja,89
187,Física,Media,84
187,Física,Alta,83
188,Psicología,Baja,79
188,Psicología,Media,87
188,Psicología,Alta,75
189,Computación,Baja,92
189,Computación,Media,77
189,Computación,Alta,87
190,Arquitectura,Baja,89
190,Arquitectura,Media,79
190,Arquitectura,Alta,95
191,Matemáticas,Baja,86
191,Matemáticas,Media,88
191,Matemáticas,Alta,97
192,Física,Baja,87
192,Física,Media,85
192,Física,Alta,88
193,Química,Baja,99
193,Química,Media,89
193,Química,Alta,72
194,Computación,Baja,85
194,Computación,Media,78
194,Computación,Alta,86
195,Química,Baja,90
195,Química,Media,96
195,Química,Alta,89
196,Música,Baja,85
196,Música,Media,91
196,Música,Alta,97
197,Música,Baja,99
197,Música,Media,100
197,Música,Alta,88
198,Leyes,Baja,86
198,Leyes,Media,98
198,Leyes,Alta,96
199,Literatura,Baja,98
199,Literatura,Media,92
199,Literatura,Alta,90
200,Arquitectura,Baja,95
200,Arquitectura,Media,90
200,Arquitectura,Alta,96
201,Literatura,Baja,97
201,Literatura,Media,87
201,Literatura,Alta,103
202,Economía,Baja,96
202,Economía,Media,95
202,Economía,Alta,99
203,Literatura,Baja,85
203,Literatura,Media,85
203,Literatura,Alta,89
204,Química,Baja,83
204,Química,Media,95
204,Química,Alta,94
205,Química,Baja,83
205,Química,Media,87
205,Química,Alta,91
206,Economía,Baja,97
206,Economía,Media,101
206,Economía,Alta,95
207,Psicología,Baja,93
207,Psicología,Media,85
207,Psicología,Alta,97
208,Economía,Baja,88
208,Economía,Media,92
208,Economía,Alta,87
209,Física,Baja,93
209,Física,Media,89
209,Física,Alta,99
210,Matemáticas,Baja,84
210,Matemáticas,Media,78
210,Matemáticas,Alta,95
211,Computación,Baja,90
211,Computación,Media,107
211,Computación,Alta,81
212,Biología,Baja,95
212,Biología,Media,93
212,Biología,Alta,86
213,Química,Baja,91
213,Química,Media,86
213,Química,Alta,84
214,Leyes,Baja,86
214,Leyes,Media,102
214,Leyes,Alta,97
215,Química,Baja,93
215,Química,Media,95
215,Química,Alta,106
216,Economía,Baja,93
216,Economía,Media,89
216,Economía,Alta,97
217,Leyes,Baja,82
217,Leyes,Media,89
217,Leyes,Alta,93
218,Química,Baja,85
218,Química,Media,96
218,Química,Alta,97
219,Música,Baja,79
219,Música,Media,83
219,Música,Alta,92
220,Leyes,Baja,89
220,Leyes,Media,96
220,Leyes,Alta,92
221,Química,Baja,87
221,Química,Media,111
221,Química,Alta,86
222,Leyes,Baja,84
222,Leyes,Media,76
222,Leyes,Alta,104
223,Computación,Baja,86
223,Computación,Media,89
223,Computación,Alta,91
224,Matemáticas,Baja,79
224,Matemáticas,Media,79
224,Matemáticas,Alta,92
225,Música,Baja,88
225,Música,Media,90
225,Música,Alta,94
226,Psicología,Baja,80
226,Psicología,Media,85
226,Psicología,Alta,87
227,Literatura,Baja,75
227,Literatura,Media,90
227,Literatura,Alta,88
228,Leyes,Baja,87
228,Leyes,Media,103
228,Leyes,Alta,91
229,Psicología,Baja,102
229,Psicología,Media,79
229,Psicología,Alta,94
230,Arquitectura,Baja,99
230,Arquitectura,Media,83
230,Arquitectura,Alta,103
231,Física,Baja,88
231,Física,Media,68
231,Física,Alta,81
232,Física,Baja,91
232,Física,Media,75
232,Física,Alta,96
233,Química,Baja,92
233,Química,Media,94
233,Química,Alta,96
234,Matemáticas,Baja,78
234,Matemáticas,Media,102
234,Matemáticas,Alta,101
235,Arquitectura,Baja,91
235,Arquitectura,Media,88
235,Arquitectura,Alta,93
236,Química,Baja,75
236,Química,Media,91
236,Química,Alta,90
237,Física,Baja,75
237,Física,Media,92
237,Física,Alta,97
238,Música,Baja,80
238,Música,Media,87
238,Música,Alta,100
239,Arquitectura,Baja,97
239,Arquitectura,Media,81
239,Arquitectura,Alta,102
240,Psicología,Baja,103
240,Psicología,Media,77
240,Psicología,Alta,88
241,Música,Baja,75
241,Música,Media,78
241,Música,Alta,99
242,Música,Baja,95
242,Música,Media,91
242,Música,Alta,92
243,Arquitectura,Baja,97
243,Arquitectura,Media,92
243,Arquitectura,Alta,103
244,Biología,Baja,87
244,Biología,Media,85
244,Biología,Alta,95
245,Arquitectura,Baja,87
245,Arquitectura,Media,81
245,Arquitectura,Alta,85
246,Leyes,Baja,92
246,Leyes,Media,85
246,Leyes,Alta,103
247,Física,Baja,67
247,Física,Media,93
247,Física,Alta,96
248,Biología,Baja,84
248,Biología,Media,86
248,Biología,Alta,85
249,Física,Baja,86
249,Física,Media,92
249,Física,Alta,88
250,Literatura,Baja,95
250,Literatura,Media,96
250,Literatura,Alta,96
251,Psicología,Baja,82
251,Psicología,Media,80
251,Psicología,Alta,90
252,Arquitectura,Baja,104
252,Arquitectura,Media,92
252,Arquitectura,Alta,103
253,Física,Baja,88
253,Física,Media,83
253,Física,Alta,99
254,Computación,Baja,86
254,Computación,Media,96
254,Computación,Alta,82
255,Economía,Baja,87
255,Economía,Media,87
255,Economía,Alta,83
256,Matemáticas,Baja,87
256,Matemáticas,Media,88
256,Matemáticas,Alta,92
257,Música,Baja,85
257,Música,Media,96
257,Música,Alta,114
258,Música,Baja,89
258,Música,Media,75
258,Música,Alta,87
259,Química,Baja,81
259,Química,Media,95
259,Química,Alta,98
260,Física,Baja,95
260,Física,Media,96
260,Física,Alta,88
261,Computación,Baja,93
261,Computación,Media,95
261,Computación,Alta,81
262,Economía,Baja,75
262,Economía,Media,97
262,Economía,Alta,108
263,Física,Baja,94
263,Física,Media,87
263,Física,Alta,95
264,Química,Baja,83
264,Química,Media,94
264,Química,Alta,101
265,Computación,Baja,92
265,Computación,Media,93
265,Computación,Alta,84
266,Psicología,Baja,86
266,Psicología,Media,91
266,Psicología,Alta,85
267,Música,Baja,75
267,Música,Media,83
267,Música,Alta,102
268,Física,Baja,84
268,Física,Media,97
268,Física,Alta,95
269,Química,Baja,90
269,Química,Media,96
269,Química,Alta,82
270,Física,Baja,81
270,Física,Media,91
270,Física,Alta,102
271,Computación,Baja,89
271,Computación,Media,90
271,Computación,Alta,89
272,Arquitectura,Baja,91
272,Arquitectura,Media,90
272,Arquitectura,Alta,95
273,Biología,Baja,99
273,Biología,Media,89
273,Biología,Alta,94
274,Computación,Baja,96
274,Computación,Media,81
274,Computación,Alta,91
275,Literatura,Baja,93
275,Literatura,Media,84
275,Literatura,Alta,84
276,Psicología,Baja,87
276,Psicología,Media,93
276,Psicología,Alta,88
277,Literatura,Baja,90
277,Literatura,Media,78
277,Literatura,Alta,98
278,Arquitectura,Baja,96
278,Arquitectura,Media,104
278,Arquitectura,Alta,93
279,Psicología,Baja,92
279,Psicología,Media,96
279,Psicología,Alta,94
280,Música,Baja,82
280,Música,Media,86
280,Música,Alta,85
281,Economía,Baja,103
281,Economía,Media,88
281,Economía,Alta,84
282,Computación,Baja,91
282,Computación,Media,80
282,Computación,Alta,101
283,Psicología,Baja,76
283,Psicología,Media,75
283,Psicología,Alta,97
284,Literatura,Baja,87
284,Literatura,Media,86
284,Literatura,Alta,89
285,Química,Baja,80
285,Química,Media,92
285,Química,Alta,97
286,Arquitectura,Baja,96
286,Arquitectura,Media,95
286,Arquitectura,Alta,97
287,Química,Baja,89
287,Química,Media,85
287,Química,Alta,85
288,Matemáticas,Baja,89
288,Matemáticas,Media,107
288,Matemáticas,Alta,96
289,Leyes,Baja,81
289,Leyes,Media,83
289,Leyes,Alta,86
290,Economía,Baja,84
290,Economía,Media,87
290,Economía,Alta,85
291,Literatura,Baja,89
291,Literatura,Media,78
291,Literatura,Alta,96
292,Leyes,Baja,94
292,Leyes,Media,102
292,Leyes,Alta,92
293,Psicología,Baja,90
293,Psicología,Media,76
293,Psicología,Alta,91
294,Arquitectura,Baja,92
294,Arquitectura,Media,85
294,Arquitectura,Alta,94
295,Matemáticas,Baja,87
295,Matemáticas,Media,93
295,Matemáticas,Alta,86
296,Computación,Baja,87
296,Computación,Media,82
296,Computación,Alta,95
297,Química,Baja,100
297,Química,Media,78
297,Química,Alta,75
298,Química,Baja,78
298,Química,Media,103
298,Química,Alta,96
299,Psicología,Baja,93
299,Psicología,Media,94
299,Psicología,Alta,94
300,Biología,Baja,93
300,Biología,Media,75
300,Biología,Alta,85
301,Música,Baja,92
301,Música,Media,88
301,Música,Alta,103
302,Física,Baja,82
302,Física,Media,75
302,Física,Alta,88
303,Literatura,Baja,75
303,Literatura,Media,69
303,Literatura,Alta,100
304,Economía,Baja,77
304,Economía,Media,105
304,Economía,Alta,74
305,Biología,Baja,87
305,Biología,Media,87
305,Biología,Alta,106
306,Matemáticas,Baja,75
306,Matemáticas,Media,74
306,Matemáticas,Alta,96
307,Matemáticas,Baja,76
307,Matemáticas,Media,92
307,Matemáticas,Alta,80
308,Psicología,Baja,88
308,Psicología,Media,85
308,Psicología,Alta,96
309,Química,Baja,75
309,Química,Media,90
309,Química,Alta,93
310,Música,Baja,85
310,Música,Media,98
310,Música,Alta,102
311,Música,Baja,96
311,Música,Media,79
311,Música,Alta,97
312,Psicología,Baja,90
312,Psicología,Media,76
312,Psicología,Alta,92
313,Psicología,Baja,91
313,Psicología,Media,80
313,Psicología,Alta,87
314,Computación,Baja,87
314,Computación,Media,94
314,Computación,Alta,95
315,Física,Baja,92
315,Física,Media,86
315,Física,Alta,100
316,Leyes,Baja,75
316,Leyes,Media,89
316,Leyes,Alta,83
317,Literatura,Baja,93
317,Literatura,Media,77
317,Literatura,Alta,89
318,Computación,Baja,95
318,Computación,Media,82
318,Computación,Alta,89
319,Leyes,Baja,82
319,Leyes,Media,90
319,Leyes,Alta,83
320,Química,Baja,93
320,Química,Media,81
320,Química,Alta,85
321,Leyes,Baja,84
321,Leyes,Media,75
321,Leyes,Alta,117
322,Arquitectura,Baja,91
322,Arquitectura,Media,82
322,Arquitectura,Alta,88
323,Computación,Baja,98
323,Computación,Media,102
323,Computación,Alta,95
324,Arquitectura,Baja,89
324,Arquitectura,Media,72
324,Arquitectura,Alta,101
325,Música,Baja,75
325,Música,Media,98
325,Música,Alta,101
326,Música,Baja,82
326,Música,Media,61
326,Música,Alta,108
327,Química,Baja,90
327,Química,Media,86
327,Química,Alta,103
328,Biología,Baja,95
328,Biología,Media,83
328,Biología,Alta,108
329,Música,Baja,86
329,Música,Media,92
329,Música,Alta,107
330,Matemáticas,Baja,89
330,Matemáticas,Media,97
330,Matemáticas,Alta,100
331,Física,Baja,97
331,Física,Media,89
331,Física,Alta,88
332,Biología,Baja,77
332,Biología,Media,83
332,Biología,Alta,101
333,Psicología,Baja,88
333,Psicología,Media,88
333,Psicología,Alta,93
334,Literatura,Baja,89
334,Literatura,Media,91
334,Literatura,Alta,92
335,Biología,Baja,91
335,Biología,Media,95
335,Biología,Alta,95
336,Química,Baja,87
336,Química,Media,105
336,Química,Alta,100
337,Leyes,Baja,85
337,Leyes,Media,81
337,Leyes,Alta,83
338,Leyes,Baja,89
338,Leyes,Media,107
338,Leyes,Alta,90
339,Economía,Baja,96
339,Economía,Media,98
339,Economía,Alta,85
340,Leyes,Baja,73
340,Leyes,Media,94
340,Leyes,Alta,94
341,Literatura,Baja,87
341,Literatura,Media,95
341,Literatura,Alta,112
342,Arquitectura,Baja,92
342,Arquitectura,Media,84
342,Arquitectura,Alta,83
343,Física,Baja,82
343,Física,Media,77
343,Física,Alta,110
344,Leyes,Baja,90
344,Leyes,Media,90
344,Leyes,Alta,91
345,Física,Baja,77
345,Física,Media,89
345,Física,Alta,85
346,Leyes,Baja,74
346,Leyes,Media,84
346,Leyes,Alta,102
347,Biología,Baja,86
347,Biología,Media,96
347,Biología,Alta,103
348,Física,Baja,77
348,Física,Media,88
348,Física,Alta,100
349,Biología,Baja,95
349,Biología,Media,98
349,Biología,Alta,88
350,Psicología,Baja,83
350,Psicología,Media,89
350,Psicología,Alta,106
351,Leyes,Baja,78
351,Leyes,Media,90
351,Leyes,Alta,93
352,Química,Baja,73
352,Química,Media,103
352,Química,Alta,91
353,Arquitectura,Baja,88
353,Arquitectura,Media,90
353,Arquitectura,Alta,99
354,Literatura,Baja,91
354,Literatura,Media,82
354,Literatura,Alta,94
355,Biología,Baja,79
355,Biología,Media,73
355,Biología,Alta,102
356,Literatura,Baja,83
356,Literatura,Media,73
356,Literatura,Alta,100
357,Psicología,Baja,87
357,Psicología,Media,94
357,Psicología,Alta,86
358,Literatura,Baja,88
358,Literatura,Media,79
358,Literatura,Alta,87
359,Leyes,Baja,77
359,Leyes,Media,79
359,Leyes,Alta,93
360,Arquitectura,Baja,72
360,Arquitectura,Media,70
360,Arquitectura,Alta,94
361,Economía,Baja,98
361,Economía,Media,105
361,Economía,Alta,82
362,Computación,Baja,68
362,Computación,Media,92
362,Computación,Alta,92
363,Química,Baja,90
363,Química,Media,89
363,Química,Alta,84
364,Música,Baja,85
364,Música,Media,88
364,Música,Alta,86
365,Literatura,Baja,91
365,Literatura,Media,84
365,Literatura,Alta,93
366,Leyes,Baja,90
366,Leyes,Media,88
366,Leyes,Alta,104
367,Leyes,Baja,84
367,Leyes,Media,85
367,Leyes,Alta,99
368,Química,Baja,85
368,Química,Media,83
368,Química,Alta,101
369,Música,Baja,75
369,Música,Media,87
369,Música,Alta,95
370,Química,Baja,79
370,Química,Media,101
370,Química,Alta,85
371,Física,Baja,98
371,Física,Media,92
371,Física,Alta,88
372,Economía,Baja,87
372,Economía,Media,101
372,Economía,Alta,103
373,Arquitectura,Baja,97
373,Arquitectura,Media,80
373,Arquitectura,Alta,93
374,Computación,Baja,89
374,Computación,Media,103
374,Computación,Alta,94
375,Leyes,Baja,77
375,Leyes,Media,98
375,Leyes,Alta,95
376,Literatura,Baja,99
376,Literatura,Media,69
376,Literatura,Alta,98
377,Música,Baja,84
377,Música,Media,83
377,Música,Alta,92
378,Música,Baja,94
378,Música,Media,83
378,Música,Alta,89
379,Psicología,Baja,81
379,Psicología,Media,88
379,Psicología,Alta,92
380,Computación,Baja,102
380,Computación,Media,83
380,Computación,Alta,99
381,Arquitectura,Baja,97
381,Arquitectura,Media,91
381,Arquitectura,Alta,99
382,Química,Baja,92
382,Química,Media,106
